country_name,year,wealth_quintile_label,mean_value,se_value,lower_ci,upper_ci,n,variable,variable_label,scale_labels,category
Barbados,2012,Second,4,0,4,4,93,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Barbados,2012,Middle,3.941176471,0.03362384397,3.875273736,4.007079205,102,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Barbados,2012,Fourth,3.980769231,0.01923076923,3.943076923,4.018461538,104,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Barbados,2012,Richest,4,0,4,4,74,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2006,Poorest,2.117073171,0.03287231791,2.052643428,2.181502914,205,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2006,Second,2.354285714,0.05788678314,2.240827619,2.467743809,175,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2006,Middle,2.838709677,0.07952723261,2.682836302,2.994583053,155,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2006,Fourth,3.148648649,0.08156227867,2.988786582,3.308510715,148,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2006,Richest,3.339622642,0.09178943094,3.159715357,3.519529926,106,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2011,Poorest,2.073584906,0.03368500923,2.007562288,2.139607524,530,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2011,Second,2.612009238,0.04799111859,2.517946645,2.70607183,433,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2011,Middle,3.018087855,0.05167356139,2.916807675,3.119368036,387,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2011,Fourth,3.288461538,0.05429436088,3.182044591,3.394878486,312,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2011,Richest,3.615720524,0.05327391604,3.511303649,3.720137399,229,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2015,Poorest,2.312913907,0.03756167694,2.23929302,2.386534794,604,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2015,Second,2.812615955,0.04785450047,2.718821135,2.906410776,539,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2015,Middle,3.304511278,0.05223130983,3.202137911,3.406884645,532,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2015,Fourth,3.628571429,0.05305255585,3.524588419,3.732554438,490,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Belize,2015,Richest,4.151428571,0.05496058095,4.043705833,4.25915131,350,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Costa Rica,2011,Poorest,2.767701863,0.03690625981,2.695365594,2.840038133,805,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Costa Rica,2011,Second,3.185454545,0.04240976263,3.102331411,3.26857768,550,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Costa Rica,2011,Middle,3.388739946,0.04866643198,3.29335374,3.484126153,373,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Costa Rica,2011,Fourth,3.574132492,0.04638295477,3.483221901,3.665043083,317,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Costa Rica,2011,Richest,3.816964286,0.03938781612,3.739764166,3.894164405,224,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Costa Rica,2018,Poorest,3.143203883,0.03130204391,3.081851877,3.20455589,1236,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Costa Rica,2018,Second,3.586746988,0.03582832857,3.516523464,3.656970512,830,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Costa Rica,2018,Middle,3.837037037,0.03888980473,3.76081302,3.913261054,675,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Costa Rica,2018,Fourth,4.240079365,0.03991763096,4.161840808,4.318317922,504,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Costa Rica,2018,Richest,4.68119891,0.0293490208,4.623674829,4.738722991,367,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Cuba,2019,Poorest,3.695049505,0.02170443012,3.652508822,3.737590188,1010,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Cuba,2019,Second,3.919222904,0.02166815498,3.87675332,3.961692488,978,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Cuba,2019,Middle,4.080630213,0.01979954714,4.041823101,4.119437326,1079,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Cuba,2019,Fourth,4.195208518,0.01930742089,4.157365973,4.233051063,1127,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Cuba,2019,Richest,4.34245283,0.01870353943,4.305793893,4.379111767,1060,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Dominican Republic,2014,Poorest,2.662540193,0.01504919384,2.633043773,2.692036613,6220,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Dominican Republic,2014,Second,3.377748461,0.01775764347,3.34294348,3.412553442,4548,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Dominican Republic,2014,Middle,3.795392954,0.0183918218,3.759344983,3.831440925,3690,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Dominican Republic,2014,Fourth,4.070216306,0.01881671073,4.033335553,4.107097059,3005,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Dominican Republic,2014,Richest,4.523543496,0.01653882982,4.491127389,4.555959602,2506,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Dominican Republic,2019,Poorest,2.915125136,0.02395478028,2.868173767,2.962076505,2757,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Dominican Republic,2019,Second,3.68115942,0.02635037858,3.629512678,3.732806162,1863,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Dominican Republic,2019,Middle,4.13029728,0.02410254961,4.083056283,4.177538277,1581,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Dominican Republic,2019,Fourth,4.322267206,0.02632006434,4.27067988,4.373854533,1235,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Dominican Republic,2019,Richest,4.660770031,0.02101450096,4.619581609,4.701958453,961,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
El Salvador,2014,Poorest,2.213998853,0.01919892431,2.176368961,2.251628744,1743,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
El Salvador,2014,Second,2.67377261,0.02337306111,2.62796141,2.71958381,1548,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
El Salvador,2014,Middle,2.941255908,0.02477971331,2.89268767,2.989824146,1481,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
El Salvador,2014,Fourth,3.356664185,0.02640023818,3.304919718,3.408408651,1343,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
El Salvador,2014,Richest,4.107843137,0.02550486783,4.057853596,4.157832678,1224,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2006,Poorest,2.964378801,0.0232828604,2.918744395,3.010013207,1151,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2006,Second,3.119331742,0.04012870355,3.040679483,3.197984001,419,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2006,Middle,3.317220544,0.04645166756,3.226175275,3.408265812,331,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2006,Fourth,3.468864469,0.04494264642,3.380776882,3.556952056,273,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2006,Richest,3.72815534,0.05303408557,3.624208532,3.832102148,206,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2014,Poorest,3.311657415,0.02964698625,3.253549322,3.369765508,1261,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2014,Second,3.61971831,0.03661598218,3.547950985,3.691485635,639,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2014,Middle,3.896946565,0.03106297696,3.83606313,3.95783,524,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2014,Fourth,3.961038961,0.03393721298,3.894522024,4.027555898,462,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2014,Richest,4.17130621,0.03238898064,4.107823808,4.234788612,467,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2019,Poorest,3.51816609,0.02886710498,3.461586564,3.574745616,1156,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2019,Second,3.879541109,0.02973668226,3.821257212,3.937825006,523,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2019,Middle,4.005037783,0.03170091877,3.942903983,4.067171584,397,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2019,Fourth,4.099415205,0.03664655927,4.027587949,4.171242461,342,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Guyana,2019,Richest,4.313609467,0.03174073964,4.251397618,4.375821317,338,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Honduras,2019,Poorest,2.171524664,0.01343605316,2.145189999,2.197859328,2676,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Honduras,2019,Second,2.439125911,0.01893221977,2.40201876,2.476233061,1922,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Honduras,2019,Middle,2.7676951,0.02386135533,2.720926843,2.814463356,1653,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Honduras,2019,Fourth,3.231282431,0.02758620761,3.177213465,3.285351398,1349,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Honduras,2019,Richest,3.96412037,0.03477875014,3.89595402,4.032286721,864,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Jamaica,2011,Poorest,3.919896641,0.02863839536,3.863765386,3.976027896,387,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Jamaica,2011,Second,4.055408971,0.02077574637,4.014688508,4.096129434,379,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Jamaica,2011,Middle,4.131054131,0.03176679241,4.068791218,4.193317044,351,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Jamaica,2011,Fourth,4.248251748,0.03526615522,4.179130084,4.317373412,286,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Jamaica,2011,Richest,4.485106383,0.03734649063,4.411907261,4.558305505,235,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Jamaica,2022,Poorest,3.866261398,0.03729734347,3.793158605,3.939364191,329,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Jamaica,2022,Second,4,0.03308344829,3.935156441,4.064843559,353,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Jamaica,2022,Middle,4.244755245,0.03882508502,4.168658078,4.320852411,286,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Jamaica,2022,Fourth,4.330798479,0.03926229817,4.253844375,4.407752583,263,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Jamaica,2022,Richest,4.573604061,0.0438318993,4.487693538,4.659514584,197,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Mexico,2015,Poorest,2.697595951,0.0176078407,2.663084583,2.732107319,2371,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Mexico,2015,Second,3.062769526,0.01875156911,3.02601645,3.099522601,2087,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Mexico,2015,Middle,3.344699318,0.02110666758,3.30333025,3.386068386,1613,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Mexico,2015,Fourth,3.699604743,0.02480536384,3.65098623,3.748223256,1265,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Mexico,2015,Richest,4.122420908,0.03263420448,4.058457867,4.186383949,727,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Panama,2013,Poorest,2.425490196,0.02009005849,2.386113681,2.464866711,3060,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Panama,2013,Second,3.50521327,0.03365818597,3.439243226,3.571183315,1055,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Panama,2013,Middle,4.00928382,0.03380784141,3.94302045,4.075547189,754,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Panama,2013,Fourth,4.45785124,0.02563704288,4.407602636,4.508099844,605,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Panama,2013,Richest,4.708108108,0.02712791541,4.654937394,4.761278822,370,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Paraguay,2016,Poorest,2.373617694,0.02347149832,2.327613557,2.41962183,1266,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Paraguay,2016,Second,2.990118577,0.03200326826,2.927392171,3.052844983,1012,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Paraguay,2016,Middle,3.507990868,0.03588311939,3.437659954,3.578321782,876,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Paraguay,2016,Fourth,4.127659574,0.03496995199,4.059118469,4.19620068,846,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Paraguay,2016,Richest,4.5856,0.03070414655,4.525419873,4.645780127,625,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Saint Lucia,2012,Poorest,3.088235294,0.121692942,2.849717128,3.32675346,68,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Saint Lucia,2012,Second,3.260273973,0.113789368,3.037246811,3.483301134,73,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Saint Lucia,2012,Middle,3.639344262,0.09926722472,3.444780502,3.833908023,61,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Saint Lucia,2012,Fourth,3.869565217,0.07361405855,3.725281663,4.013848772,46,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Saint Lucia,2012,Richest,3.953488372,0.04651162791,3.862325581,4.044651163,43,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Suriname,2006,Poorest,2.074646075,0.03985352048,1.996533174,2.152758975,777,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Suriname,2006,Second,3.023255814,0.04993744008,2.925378431,3.121133197,473,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
Suriname,2006,Middle,3.435158501,0.05470416867,3.327938331,3.542378672,347,edlevelmom_recoded,Highest level of school attended by mother/caretaker,"Less than primary = 1, Primary = 2, Lower secondary = 3, Secondary = 4, Higher Education/University = 5",Parental & Household Background
